no,nama,kalimat,tema_postingan,ponpes,sentiment_class,sentiment_score,aspek_manual,text_for_rnn
530,Maenunis Amin,panjang umur dalam mengabdi. amin yra🙏🙏,Selamat Ulang Tahun USTADZ Fahri tajuddin,Ponpes Syekh Hasan Yamani,Positive,22.0,Akademik,panjang umur dalam mengabdi. amin yra🙏🙏 Selamat Ulang Tahun USTADZ Fahri tajuddin
531,Hajrah Husainn,"Barakallah fii umuriq pimpinan_x000D_
Senantiasa rendah hati dan tawadhu selalu jadi panutan para santri🤲🤲🤲",Selamat Ulang Tahun USTADZ Fahri tajuddin,Ponpes Syekh Hasan Yamani,Positive,22.0,Akademik,"Barakallah fii umuriq pimpinan_x000D_
Senantiasa rendah hati dan tawadhu selalu jadi panutan para santri🤲🤲🤲 Selamat Ulang Tahun USTADZ Fahri tajuddin"
532,Saharuddin Bora,Barakallah ust Fahri semoga sehat selalu dan panjang umur,Selamat Ulang Tahun USTADZ Fahri tajuddin,Ponpes Syekh Hasan Yamani,Positive,22.0,Akademik,Barakallah ust Fahri semoga sehat selalu dan panjang umur Selamat Ulang Tahun USTADZ Fahri tajuddin
533,Fachry Tajuddin,Aamiin...,Selamat Ulang Tahun USTADZ Fahri tajuddin,Ponpes Syekh Hasan Yamani,Positive,10.0,Akademik,Aamiin... Selamat Ulang Tahun USTADZ Fahri tajuddin
534,Syibli Usman,Aamiin Allahumma Aamiin.. sehatki selalu Annangguru Fachry Tajuddin,Selamat Ulang Tahun USTADZ Fahri tajuddin,Ponpes Syekh Hasan Yamani,Positive,12.0,Akademik,Aamiin Allahumma Aamiin.. sehatki selalu Annangguru Fachry Tajuddin Selamat Ulang Tahun USTADZ Fahri tajuddin
535,Erni Hardiana,"barakallahu fii umuriq nangguru. _x000D_
_x000D_
Sehat terus _x000D_
Sukses terus🤲",Selamat Ulang Tahun USTADZ Fahri tajuddin,Ponpes Syekh Hasan Yamani,Positive,16.0,Akademik,"barakallahu fii umuriq nangguru. _x000D_
_x000D_
Sehat terus _x000D_
Sukses terus🤲 Selamat Ulang Tahun USTADZ Fahri tajuddin"
536,Salma Wati,"Barakallah fil umrik pak ustadz_x000D_
 Fachry Tajuddin panjang umur dan slalu jadi panutan  bagi para santri 🙏🙏🙏",Selamat Ulang Tahun USTADZ Fahri tajuddin,Ponpes Syekh Hasan Yamani,Positive,30.0,Akademik,"Barakallah fil umrik pak ustadz_x000D_
 Fachry Tajuddin panjang umur dan slalu jadi panutan  bagi para santri 🙏🙏🙏 Selamat Ulang Tahun USTADZ Fahri tajuddin"
537,Muhammad Alwi Hamid,"Luar biasa, kolaborasi 2 guruku ( ustadz Fahmi dan Bunda Husni Uni Husni ) di Pesantren yang pernah mendidik dan membinaku sehingga bisa seperti skrng ini .._x000D_
Berkah semua",Seminar dan Pelatihan Public Speaking “Eksplore Your Talk Skill and Show Your Quality” Oleh Bunda Husniati S.Ag. Uni Husni,Ponpes Syekh Hasan Yamani,Positive,46.0,Kualitas Guru,"Luar biasa, kolaborasi 2 guruku ( ustadz Fahmi dan Bunda Husni Uni Husni ) di Pesantren yang pernah mendidik dan membinaku sehingga bisa seperti skrng ini .._x000D_
Berkah semua Seminar dan Pelatihan Public Speaking “Eksplore Your Talk Skill and Show Your Quality” Oleh Bunda Husniati S.Ag. Uni Husni"
538,Uni Husni,LUAAAR BIASA TIM IT dan Santri serta Santriwatinya Pondok Hasan Yamani Terima kasih atas Ruang untuk berbagi dgn adik2🙏🏻😊,Seminar dan Pelatihan Public Speaking “Eksplore Your Talk Skill and Show Your Quality” Oleh Bunda Husniati S.Ag. Uni Husni,Ponpes Syekh Hasan Yamani,Positive,52.0,Akademik,LUAAAR BIASA TIM IT dan Santri serta Santriwatinya Pondok Hasan Yamani Terima kasih atas Ruang untuk berbagi dgn adik2🙏🏻😊 Seminar dan Pelatihan Public Speaking “Eksplore Your Talk Skill and Show Your Quality” Oleh Bunda Husniati S.Ag. Uni Husni
539,Hasaniah Nhia,Alhamdulillah,"Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…",Ponpes Syekh Hasan Yamani,Positive,18.0,Umum,"Alhamdulillah Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…"
540,Ica Asis Ica,Subhanallah sukses dn sehat slalu anak anak Soleh💪💪,"Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…",Ponpes Syekh Hasan Yamani,Positive,27.0,Umum,"Subhanallah sukses dn sehat slalu anak anak Soleh💪💪 Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…"
541,Nur Hayati,Alhamdulillah,"Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…",Ponpes Syekh Hasan Yamani,Positive,18.0,Umum,"Alhamdulillah Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…"
542,Ana Diana,Alhamdulillah,"Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…",Ponpes Syekh Hasan Yamani,Positive,18.0,Umum,"Alhamdulillah Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…"
543,Yahya,Alhamdullilah,"Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…",Ponpes Syekh Hasan Yamani,Positive,13.0,Umum,"Alhamdullilah Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…"
544,Rahma Mariase,Alhamdulillah,"Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…",Ponpes Syekh Hasan Yamani,Positive,18.0,Umum,"Alhamdulillah Sambut Hari Kemerdekaan 2024, Santri Pondok Pesantren Syekh Hasan Yamani Ikuti Lomba Gerak Jalan Di Kec. Campalagian…"
545,Anty Belenk,Semangat teman teman,Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,16.0,Fasilitas,Semangat teman teman Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani
546,Nasrian Gibran,Mohon izin share pak ustadz 🙏,Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,22.0,Fasilitas,Mohon izin share pak ustadz 🙏 Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani
547,Nasrian Gibran,Masya Allah 🩵 sehat selalu nak🤲🤲🤲,Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,21.0,Fasilitas,Masya Allah 🩵 sehat selalu nak🤲🤲🤲 Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani
548,Anty Belenk,😞😟,Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,11.0,Fasilitas,😞😟 Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani
549,Amri Zakaria,Masya Allah 💚 sehat selalu adek🥺,Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,23.0,Fasilitas,Masya Allah 💚 sehat selalu adek🥺 Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani
550,Muh Hajar,Mohon izin share pak Ustadz🙏,Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,22.0,Fasilitas,Mohon izin share pak Ustadz🙏 Liputan Vidio Santri Baru Ziarah Makam Oebdiri Pondok Pesantren Syekh Hasan Yamani
551,Amri Zakaria,Semangat dek 😭,Ujian Tertulis,Ponpes Syekh Hasan Yamani,Positive,6.0,Kegiatan Pondok,Semangat dek 😭 Ujian Tertulis
552,Alina Putri,Semangat Yach anakku,Ujian Tertulis,Ponpes Syekh Hasan Yamani,Positive,9.0,Kegiatan Pondok,Semangat Yach anakku Ujian Tertulis
553,Sitti Saleha,Aamiin🤲,Ujian Tertulis,Ponpes Syekh Hasan Yamani,Positive,3.0,Kegiatan Pondok,Aamiin🤲 Ujian Tertulis
554,Fahry Rahma,Sehat slalu & semangat anaku💪,Ujian Tertulis,Ponpes Syekh Hasan Yamani,Positive,16.0,Pembinaan Karakter,Sehat slalu & semangat anaku💪 Ujian Tertulis
555,Basryana Ana,"Semangat trus ya Anakq🤗 smoga kelak kalian jadi Anak"" yg sukses, insya Allah _x000D_
Amiiiiiiin 🥰",Ujian Tertulis,Ponpes Syekh Hasan Yamani,Positive,20.0,Pembinaan Karakter,"Semangat trus ya Anakq🤗 smoga kelak kalian jadi Anak"" yg sukses, insya Allah _x000D_
Amiiiiiiin 🥰 Ujian Tertulis"
556,Reza Echa,pondok yg bgtu indah..semoga kedepan menjadi PONDOK PESANTREN UNGGULAN DI POLMAN..Aamiin..,Ujian Tertulis,Ponpes Syekh Hasan Yamani,Positive,12.0,Pembinaan Karakter,pondok yg bgtu indah..semoga kedepan menjadi PONDOK PESANTREN UNGGULAN DI POLMAN..Aamiin.. Ujian Tertulis
557,Awhy Syahreza,"Sehat selalu ust & ustdzah _x000D_
Selamat datang di pondok tercintah...",Selamat datang kepada para Santri/santriwati baru Pondok Pesantren Syekh Hasan Yamani. ,Ponpes Syekh Hasan Yamani,Positive,32.0,Umum,"Sehat selalu ust & ustdzah _x000D_
Selamat datang di pondok tercintah... Selamat datang kepada para Santri/santriwati baru Pondok Pesantren Syekh Hasan Yamani. "
558,Muhammad Armin,"Sehat selalu dikuatkan seluruh santri/santriwati, para ustadz & ustadzah. Rindu kami ganti dengan do'a terbaik untuk anak-anak tercinta, juga do'a untuk antum Min, sehat selalu semangat update proses anak-anak kami di pondok. Syukron, Min 🔥❤️",Selamat datang kepada para Santri/santriwati baru Pondok Pesantren Syekh Hasan Yamani. ,Ponpes Syekh Hasan Yamani,Positive,75.0,Akademik,"Sehat selalu dikuatkan seluruh santri/santriwati, para ustadz & ustadzah. Rindu kami ganti dengan do'a terbaik untuk anak-anak tercinta, juga do'a untuk antum Min, sehat selalu semangat update proses anak-anak kami di pondok. Syukron, Min 🔥❤️ Selamat datang kepada para Santri/santriwati baru Pondok Pesantren Syekh Hasan Yamani. "
559,Majdah Lahmuddin,Selamat berjuang..,Selamat datang kepada para Santri/santriwati baru Pondok Pesantren Syekh Hasan Yamani. ,Ponpes Syekh Hasan Yamani,Positive,29.0,Umum,Selamat berjuang.. Selamat datang kepada para Santri/santriwati baru Pondok Pesantren Syekh Hasan Yamani. 
560,Nurleli,"Assalamualaikum. Bagaimana caranya mendapatkan informasi tentang pondok Hasan Yamani putri, apakah ada no uztsah yg bisa. Kami hubungi untuk hal ini. Mksh sebelumnya","UJIAN MUHADARAH, UJIAN TAHAP TERAKHIR PONDOK PESANTREN SYEKH HASAN YAMANI",Ponpes Syekh Hasan Yamani,Positive,37.0,Sosial,"Assalamualaikum. Bagaimana caranya mendapatkan informasi tentang pondok Hasan Yamani putri, apakah ada no uztsah yg bisa. Kami hubungi untuk hal ini. Mksh sebelumnya UJIAN MUHADARAH, UJIAN TAHAP TERAKHIR PONDOK PESANTREN SYEKH HASAN YAMANI"
561,Nur Asia Lahmuddin,Semoga ujiannya berjalan lamcar !,UJIAN LISAN MELATIH MENTALITAS SANTRI PONDOK PESANTREN SYEKH HASAN YAMANI,Ponpes Syekh Hasan Yamani,Positive,15.0,Sosial,Semoga ujiannya berjalan lamcar ! UJIAN LISAN MELATIH MENTALITAS SANTRI PONDOK PESANTREN SYEKH HASAN YAMANI
562,Hajrah Husainn,Ditunggu di tarailu ustaz smg seht² semua nya,Liputan Vidio Kunjungan perdana Yamani Menyapa Santri & Alumni (YMSA) 2024 Konsulat Majene,Ponpes Syekh Hasan Yamani,Positive,9.0,Akademik,Ditunggu di tarailu ustaz smg seht² semua nya Liputan Vidio Kunjungan perdana Yamani Menyapa Santri & Alumni (YMSA) 2024 Konsulat Majene
563,Herna Wati,Mudah²an sehat semua ki ustad/ustadzah❤️🤲🤲,Liputan Vidio Kunjungan perdana Yamani Menyapa Santri & Alumni (YMSA) 2024 Konsulat Majene,Ponpes Syekh Hasan Yamani,Positive,16.0,Pembinaan Karakter,Mudah²an sehat semua ki ustad/ustadzah❤️🤲🤲 Liputan Vidio Kunjungan perdana Yamani Menyapa Santri & Alumni (YMSA) 2024 Konsulat Majene
564,Fauzan Fauzan,MassyaAllah sehat slalu anak2 santri🥰🥰🥰🥰🥰,Vibes Sya’ban Versi Santri Hasan Yamani🤩,Ponpes Syekh Hasan Yamani,Positive,15.0,Pembinaan Karakter,MassyaAllah sehat slalu anak2 santri🥰🥰🥰🥰🥰 Vibes Sya’ban Versi Santri Hasan Yamani🤩
565,Nur Ba Ya,Masya Allah 🥰,Vibes Sya’ban Versi Santri Hasan Yamani🤩,Ponpes Syekh Hasan Yamani,Positive,12.0,Pembinaan Karakter,Masya Allah 🥰 Vibes Sya’ban Versi Santri Hasan Yamani🤩
566,Chyla Abidin,Masha Allah ada ananda ku di antara mereka 🥰🙏sehat selalu anak anak Sholeh dan Sholehah,Vibes Sya’ban Versi Santri Hasan Yamani🤩,Ponpes Syekh Hasan Yamani,Positive,23.0,Pembinaan Karakter,Masha Allah ada ananda ku di antara mereka 🥰🙏sehat selalu anak anak Sholeh dan Sholehah Vibes Sya’ban Versi Santri Hasan Yamani🤩
567,Pondok Pesantren Syekh Hasan Yamani,Fauzan Fauzan Amien....terima kasih,Vibes Sya’ban Versi Santri Hasan Yamani🤩,Ponpes Syekh Hasan Yamani,Positive,12.0,Pembinaan Karakter,Fauzan Fauzan Amien....terima kasih Vibes Sya’ban Versi Santri Hasan Yamani🤩
568,Riana Sari,Aamiin🤲🏻,Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). ,Ponpes Syekh Hasan Yamani,Positive,6.0,Fasilitas,Aamiin🤲🏻 Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). 
569,Unsiah,Aamiin ya rabbal Alamiin 🤲🤲💛,Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). ,Ponpes Syekh Hasan Yamani,Positive,6.0,Fasilitas,Aamiin ya rabbal Alamiin 🤲🤲💛 Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). 
570,Juhaeni Fauzan,Amin ya rabbal alamin,Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). ,Ponpes Syekh Hasan Yamani,Positive,10.0,Fasilitas,Amin ya rabbal alamin Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). 
571,Fauzan Fauzan,Amin ya rabbal alamin,Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). ,Ponpes Syekh Hasan Yamani,Positive,10.0,Fasilitas,Amin ya rabbal alamin Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). 
572,Muslimah Qasim,Aamiin Allahumma Aamiin🤲🤲,Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). ,Ponpes Syekh Hasan Yamani,Positive,8.0,Fasilitas,Aamiin Allahumma Aamiin🤲🤲 Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). 
573,Pondok Pesantren Syekh Hasan Yamani,Muslimah Qasim Amien,Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). ,Ponpes Syekh Hasan Yamani,Positive,4.0,Fasilitas,Muslimah Qasim Amien Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). 
574,Pondok Pesantren Syekh Hasan Yamani,Fauzan Fauzan Amien,Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). ,Ponpes Syekh Hasan Yamani,Positive,4.0,Fasilitas,Fauzan Fauzan Amien Aktivitas santri PHY Sebelum Dzikir Pagi (Al-Ma’tsurat). 
575,Wakiah S,MaasyaaAllah Tabbarakallah 🤲,Segenap Keluarga Besar Pondok Pesantren Syekh Hasan Yamani Mengucapkan Selamat Memperingati Isra’ Mi’raj Nabi Muhammad SAW. ,Ponpes Syekh Hasan Yamani,Positive,36.0,Sosial,MaasyaaAllah Tabbarakallah 🤲 Segenap Keluarga Besar Pondok Pesantren Syekh Hasan Yamani Mengucapkan Selamat Memperingati Isra’ Mi’raj Nabi Muhammad SAW. 
576,Nurfadilah Fadila,Sy wali santri Wati kls2c atas nm st nur fadilah.sngt senang melihat postingan..hasanyamani,Segenap Keluarga Besar Pondok Pesantren Syekh Hasan Yamani Mengucapkan Selamat Memperingati Isra’ Mi’raj Nabi Muhammad SAW. ,Ponpes Syekh Hasan Yamani,Positive,52.0,Motivasi/Spiritual,Sy wali santri Wati kls2c atas nm st nur fadilah.sngt senang melihat postingan..hasanyamani Segenap Keluarga Besar Pondok Pesantren Syekh Hasan Yamani Mengucapkan Selamat Memperingati Isra’ Mi’raj Nabi Muhammad SAW. 
577,Sandy Abu Aisyah,😭 tidak bisa ki hadir ee..,Silaturrahmi & Pembagian Raport Semester Ganjil Tahun Ajaran 2023-2024 | Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,30.0,Pembinaan Karakter,😭 tidak bisa ki hadir ee.. Silaturrahmi & Pembagian Raport Semester Ganjil Tahun Ajaran 2023-2024 | Pondok Pesantren Syekh Hasan Yamani
578,Sabran Haeruddin,Ya' allah ya' sabar adekq adrian kemarin nggak ada yg wakili dstu ambil raport nasib anak yatim 🥺🥺🥺 seandainya Saya dstu pastih Saya hadir dek dampigi ki. 🥹🥹🥹,Silaturrahmi & Pembagian Raport Semester Ganjil Tahun Ajaran 2023-2024 | Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,58.0,Pembinaan Karakter,Ya' allah ya' sabar adekq adrian kemarin nggak ada yg wakili dstu ambil raport nasib anak yatim 🥺🥺🥺 seandainya Saya dstu pastih Saya hadir dek dampigi ki. 🥹🥹🥹 Silaturrahmi & Pembagian Raport Semester Ganjil Tahun Ajaran 2023-2024 | Pondok Pesantren Syekh Hasan Yamani
579,Ahmad Ilal,Sehat² semua ustadz dan ustadzah ponpes syekh Hasan Yamani 🙏🏻❤️,Silaturrahmi & Pembagian Raport Semester Ganjil Tahun Ajaran 2023-2024 | Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,40.0,Pembinaan Karakter,Sehat² semua ustadz dan ustadzah ponpes syekh Hasan Yamani 🙏🏻❤️ Silaturrahmi & Pembagian Raport Semester Ganjil Tahun Ajaran 2023-2024 | Pondok Pesantren Syekh Hasan Yamani
580,Rahma Mariase,"Semangat buat santri dan santriwati Ponpes Pondok Pesantren Syekh Hasan Yamani 🥰🥰 _x000D_
Smoga selalu dalam keberkahan,  kreatif.dan aktif. .Amin🤲🤲🤲",HIGHLIGHT ONE NIGHT WITH SANTRI | PONDOK PESANTREN SYEKH HASAN YAMANI,Ponpes Syekh Hasan Yamani,Positive,39.0,Sosial,"Semangat buat santri dan santriwati Ponpes Pondok Pesantren Syekh Hasan Yamani 🥰🥰 _x000D_
Smoga selalu dalam keberkahan,  kreatif.dan aktif. .Amin🤲🤲🤲 HIGHLIGHT ONE NIGHT WITH SANTRI | PONDOK PESANTREN SYEKH HASAN YAMANI"
581,Muslimah Qasim,"Sukses selalu Pondok Pesantren Syekh Hasan Yamani Senantiasa Berkah,Kreatif dan aktif🤲🥰🙏",HIGHLIGHT ONE NIGHT WITH SANTRI | PONDOK PESANTREN SYEKH HASAN YAMANI,Ponpes Syekh Hasan Yamani,Positive,30.0,Sosial,"Sukses selalu Pondok Pesantren Syekh Hasan Yamani Senantiasa Berkah,Kreatif dan aktif🤲🥰🙏 HIGHLIGHT ONE NIGHT WITH SANTRI | PONDOK PESANTREN SYEKH HASAN YAMANI"
582,Muliana Ana,"Sukses selalu santri santriwati Pondok Pesantren Syekh Hasan Yamani , semoga selalu dalam keberkahan dan selalu kreatif",HIGHLIGHT ONE NIGHT WITH SANTRI | PONDOK PESANTREN SYEKH HASAN YAMANI,Ponpes Syekh Hasan Yamani,Positive,26.0,Sosial,"Sukses selalu santri santriwati Pondok Pesantren Syekh Hasan Yamani , semoga selalu dalam keberkahan dan selalu kreatif HIGHLIGHT ONE NIGHT WITH SANTRI | PONDOK PESANTREN SYEKH HASAN YAMANI"
583,Ammhy Amran,"Semngat buat santri dan santriwati ponpes Pondok Pesantren Syekh Hasan Yamani 🥰🥰 
Smoga kalian smua menjadi laskar terdepan dalam membela agama Islam.Amin🤲🤲🤲",HIGHLIGHT ONE NIGHT WITH SANTRI | PONDOK PESANTREN SYEKH HASAN YAMANI,Ponpes Syekh Hasan Yamani,Positive,31.0,Sosial,"Semngat buat santri dan santriwati ponpes Pondok Pesantren Syekh Hasan Yamani 🥰🥰 
Smoga kalian smua menjadi laskar terdepan dalam membela agama Islam.Amin🤲🤲🤲 HIGHLIGHT ONE NIGHT WITH SANTRI | PONDOK PESANTREN SYEKH HASAN YAMANI"
584,Nur Ba Ya,Masya Allah 🥰,Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,17.0,Sosial,Masya Allah 🥰 Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani
585,Muslimah Qasim,Masya Allah 🥰,Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,17.0,Sosial,Masya Allah 🥰 Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani
586,Darmi,Masya Allah tabarakahllah. 'berkah selalu,Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,21.0,Sosial,Masya Allah tabarakahllah. 'berkah selalu Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani
587,Nur Ba Ya,izin share 🙏,Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,16.0,Sosial,izin share 🙏 Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani
588,Muslimah Qasim,Sukses kegiatannya🤲🥰,Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,15.0,Sosial,Sukses kegiatannya🤲🥰 Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani
589,Dsas,Kpn acara PG di pondok?,Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,12.0,Sosial,Kpn acara PG di pondok? Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani
590,Ije Jei,👍,Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani,Ponpes Syekh Hasan Yamani,Positive,12.0,Sosial,👍 Istoghosah Dalam Rangka Peringatan Hari Santri Nasional 2023 di Pondok Pesantren Syekh Hasan Yamani
591,Rizky Risman Riska Kabul,Semoga dilancarkan dalam menghadapi ujiannya Aamiin,Muroja'ah Al-A'mmah Sebagai Tolak Ukur Pemahaman Dan Penguasaan Pelajaran,Ponpes Syekh Hasan Yamani,Positive,24.0,Kegiatan Pondok,Semoga dilancarkan dalam menghadapi ujiannya Aamiin Muroja'ah Al-A'mmah Sebagai Tolak Ukur Pemahaman Dan Penguasaan Pelajaran
592,BpkNe Wawan,Muroj'aah untuk belajar  bukan belajar untuk muroja'ah,Muroja'ah Al-A'mmah Sebagai Tolak Ukur Pemahaman Dan Penguasaan Pelajaran,Ponpes Syekh Hasan Yamani,Positive,25.0,Kegiatan Pondok,Muroj'aah untuk belajar  bukan belajar untuk muroja'ah Muroja'ah Al-A'mmah Sebagai Tolak Ukur Pemahaman Dan Penguasaan Pelajaran
